age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39,Private,74681,Some-college,14,Divorced,Prof-specialty,Not-in-family,White,Female,34,0,20,United-States,<=50K
22,Private,170161,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-30,-2,40,United-States,<=50K
58,?,230738,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-9,0,40,Thailand,<=50K
29,Private,190389,HS-grad,9,Never-married,Handlers-cleaners,Wife,White,Female,11,-1,40,United-States,<=50K
27,State-gov,104689,7th-8th,8,Widowed,Prof-specialty,Not-in-family,Other,Female,-11,0,40,Japan,<=50K
57,Federal-gov,127984,7th-8th,6,Married-civ-spouse,?,Other-relative,White,Female,2,0,14,Ireland,<=50K
17,Private,240376,10th,6,Never-married,Farming-fishing,Own-child,White,Male,-18,0,18,United-States,<=50K
38,Private,208682,Doctorate,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,0,40,United-States,>50K
37,Private,163538,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,-10,-1,40,?,<=50K
47,Private,194562,1st-4th,2,Never-married,Other-service,Unmarried,White,Male,21,1,58,Mexico,<=50K
30,Private,197032,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,6,1,30,United-States,<=50K
75,?,154993,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,6,0,12,United-States,<=50K
36,Private,46663,12th,6,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,-8,-1,40,Nicaragua,<=50K
47,Private,206349,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,12,-2,10,United-States,>50K
26,Private,98565,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,2,0,40,United-States,<=50K
53,Self-emp-not-inc,202775,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,37,2,62,United-States,>50K
32,Private,39721,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,-2,1,21,United-States,<=50K
24,Self-emp-not-inc,299719,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,-2,0,40,United-States,<=50K
17,Private,381484,12th,8,Never-married,Prof-specialty,Other-relative,Other,Female,13,0,40,United-States,<=50K
40,?,266224,Preschool,16,Married-civ-spouse,?,Husband,Black,Male,7,0,8,Mexico,<=50K
54,Private,302204,Assoc-acdm,12,Married-spouse-absent,Protective-serv,Husband,White,Male,-2,2,22,United-States,<=50K
17,Private,156631,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,16,0,21,Japan,<=50K
26,Private,262530,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,8,0,55,United-States,>50K
45,Private,126520,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,13,0,57,Philippines,>50K
27,Self-emp-inc,160762,HS-grad,9,Married-civ-spouse,?,Own-child,White,Male,-9,-1,40,United-States,<=50K
41,Self-emp-not-inc,245398,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,-6,-1,36,United-States,<=50K
34,Private,279388,HS-grad,9,Never-married,Craft-repair,Own-child,Other,Male,0,0,1,United-States,<=50K
36,Private,136716,Prof-school,11,Married-civ-spouse,Prof-specialty,Wife,Black,Female,51,1,59,?,>50K
42,Private,175621,Assoc-acdm,2,Married-AF-spouse,Sales,Husband,White,Male,-15,-1,87,Jamaica,<=50K
44,Private,252462,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-8,0,40,United-States,>50K
40,Self-emp-not-inc,240613,Some-college,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,2,56,United-States,<=50K
34,Private,141288,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,38,1,50,United-States,>50K
23,Private,363835,1st-4th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,7,0,40,Japan,<=50K
30,Private,178398,HS-grad,9,Never-married,Sales,Unmarried,White,Female,22,1,14,South,<=50K
55,Private,150344,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,-5,0,29,United-States,>50K
33,Private,130461,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-12,0,40,United-States,<=50K
20,Private,29012,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,-22,0,40,United-States,<=50K
46,Self-emp-inc,186742,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,40,?,>50K
33,Private,139921,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,-12,-1,31,United-States,<=50K
22,Private,100185,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,-24,0,40,Laos,<=50K
21,Private,179514,Some-college,10,Never-married,Craft-repair,Other-relative,Black,Male,0,0,19,England,<=50K
43,Private,117170,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,-26,0,40,England,<=50K
32,State-gov,238840,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,-1,0,40,United-States,<=50K
38,Self-emp-inc,151248,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,28,0,49,United-States,<=50K
29,Never-worked,220904,10th,5,Never-married,Exec-managerial,Not-in-family,White,Female,-5,0,40,?,<=50K
41,Self-emp-inc,183715,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15326,0,40,United-States,>50K
38,State-gov,167763,Some-college,13,Divorced,Exec-managerial,Not-in-family,Black,Male,-38,1,58,United-States,<=50K
38,?,232795,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,31,United-States,<=50K
66,Private,257187,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15243,0,66,United-States,>50K
45,Self-emp-inc,115710,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,21,1,57,United-States,>50K
57,Self-emp-not-inc,97387,Assoc-voc,11,Separated,Prof-specialty,Husband,White,Male,7,0,59,United-States,<=50K
41,Private,359050,1st-4th,2,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,28,0,40,Mexico,<=50K
44,Private,202347,Assoc-voc,11,Widowed,Machine-op-inspct,Husband,White,Male,10,0,10,Canada,<=50K
46,Local-gov,186918,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,-11,1,40,South,>50K
24,Private,211280,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,27,-1,40,United-States,<=50K
28,Private,36936,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,21,0,24,United-States,<=50K
50,Self-emp-not-inc,167398,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other,Male,-5,-1,40,United-States,<=50K
22,Private,519273,Bachelors,1,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,12,-1,40,Portugal,<=50K
40,Local-gov,144396,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,-21,-1,11,United-States,>50K
26,Private,324033,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-18,0,40,United-States,<=50K
34,Federal-gov,164959,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,-8,0,40,United-States,<=50K
18,Private,238729,Some-college,10,Never-married,Sales,Not-in-family,White,Male,10,0,40,United-States,<=50K
47,Private,227425,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-21,1,40,Mexico,<=50K
23,Private,23999,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,2,0,40,United-States,<=50K
36,Private,116457,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1,40,United-States,<=50K
68,Private,507814,Assoc-voc,10,Divorced,Adm-clerical,Husband,White,Male,-8,0,40,United-States,<=50K
38,Self-emp-not-inc,175774,Some-college,10,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,9,-1,40,United-States,>50K
41,Private,135233,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,14,0,35,India,<=50K
40,Private,247189,1st-4th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,-23,-1,21,Mexico,<=50K
50,Federal-gov,270777,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,-1,40,United-States,<=50K
51,Local-gov,111057,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,>50K
38,Private,176663,HS-grad,9,Never-married,Armed-Forces,Not-in-family,White,Female,9,-1,40,United-States,<=50K
47,Private,337721,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,14,0,40,United-States,<=50K
51,Private,89033,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Female,4,1,40,Vietnam,<=50K
40,State-gov,93658,Some-college,9,Never-married,Transport-moving,Own-child,White,Male,-11,0,43,United-States,<=50K
55,Without-pay,256042,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,0,23,United-States,<=50K
42,Self-emp-not-inc,159802,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,63,United-States,>50K
44,Private,134804,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,1,1,40,United-States,<=50K
33,Private,232931,5th-6th,3,Separated,Machine-op-inspct,Husband,Black,Male,-10,0,40,Ireland,<=50K
54,Self-emp-not-inc,101197,Some-college,10,Widowed,Transport-moving,Husband,White,Male,-32,1,40,United-States,<=50K
63,Private,106013,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,40,United-States,<=50K
34,Private,157497,7th-8th,3,Never-married,Prof-specialty,Not-in-family,White,Male,28,0,40,Haiti,<=50K
29,Private,273624,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7899,-2,50,India,>50K
23,Private,118559,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,3,1,40,United-States,<=50K
37,Private,164770,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,-2,0,50,?,<=50K
37,Private,188888,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,10,0,45,United-States,<=50K
47,Local-gov,101714,Masters,12,Widowed,Exec-managerial,Wife,White,Female,-8,0,34,United-States,>50K
39,Private,186311,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,10,0,40,Peru,<=50K
41,Local-gov,245548,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,46,0,40,United-States,<=50K
25,Private,142251,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,2,1,44,United-States,<=50K
34,State-gov,92213,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,-1,0,50,United-States,<=50K
56,Private,210591,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5,-1,40,United-States,>50K
54,Private,178614,HS-grad,16,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,3445,0,58,Ecuador,<=50K
34,?,87240,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,10,1,10,United-States,>50K
40,Self-emp-inc,134470,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,3594,1,30,United-States,<=50K
18,Private,174944,12th,3,Never-married,Other-service,Own-child,White,Male,4,0,58,Thailand,<=50K
35,Self-emp-not-inc,184630,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,16,-1,69,United-States,>50K
48,Self-emp-not-inc,237440,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,1,61,United-States,>50K
36,Private,97619,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,4,-1,59,United-States,>50K
47,State-gov,253466,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,26,2,45,United-States,>50K
49,State-gov,139830,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,34,-1,50,?,>50K
33,Private,432100,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,20,0,40,United-States,>50K
24,Private,456637,Some-college,6,Married-AF-spouse,Other-service,Not-in-family,White,Female,16,-2,59,Portugal,<=50K
20,Federal-gov,146821,Bachelors,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,-12,1,60,China,<=50K
43,Private,227535,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,-8,0,63,United-States,>50K
52,Local-gov,92747,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,-29,1,63,?,>50K
24,State-gov,47492,7th-8th,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,26,0,40,United-States,>50K
30,Private,34442,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,13,0,40,?,<=50K
48,Private,182961,HS-grad,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,-2,-1,40,Canada,<=50K
46,Private,343143,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-4,1,40,Mexico,<=50K
39,State-gov,37923,Assoc-acdm,14,Never-married,Prof-specialty,Not-in-family,White,Female,-8,-1,45,United-States,>50K
29,Private,175097,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,7,0,40,United-States,<=50K
45,Without-pay,144313,HS-grad,9,Separated,Sales,Unmarried,Black,Female,-18,0,49,United-States,<=50K
39,Self-emp-inc,424209,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,-1,0,58,United-States,<=50K
38,Federal-gov,131086,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,23,0,59,United-States,>50K
42,State-gov,108922,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,-27,0,40,Dominican-Republic,>50K
39,Private,98222,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,8,0,40,?,<=50K
40,Private,95422,11th,1,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,19,-1,20,Japan,<=50K
46,Private,181983,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,14,-1,31,United-States,>50K
35,Local-gov,198688,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,-25,0,40,?,>50K
23,Private,159560,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,Female,-9,-1,66,United-States,<=50K
21,Private,202351,11th,3,Never-married,Tech-support,Not-in-family,Other,Male,-23,1,40,Ireland,<=50K
18,Self-emp-not-inc,372586,10th,6,Divorced,Protective-serv,Not-in-family,White,Male,-13,-1,57,United-States,<=50K
52,State-gov,182728,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,21,0,45,?,>50K
49,Private,94643,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,38,-1,60,?,<=50K
44,Private,116367,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6,0,40,Portugal,<=50K
37,Local-gov,261187,Bachelors,11,Married-civ-spouse,Adm-clerical,Wife,White,Male,-7,1,40,United-States,>50K
40,Local-gov,96294,Some-college,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,8,-1,40,United-States,<=50K
16,Private,324245,11th,4,Never-married,Other-service,Own-child,White,Female,-18,0,24,Dominican-Republic,<=50K
28,Private,203462,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,5,-1,40,United-States,<=50K
58,?,145990,12th,4,Married-civ-spouse,?,Wife,White,Female,-8,1,8,United-States,<=50K
53,?,200474,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,35,0,40,United-States,>50K
28,Private,143527,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,3,-1,29,United-States,<=50K
37,Self-emp-inc,146686,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,22,-2,40,Cuba,<=50K
36,Private,161268,Bachelors,13,Never-married,Other-service,Not-in-family,Other,Female,-15,-2,40,China,<=50K
44,State-gov,137958,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,14391,0,40,El-Salvador,<=50K
47,Private,47293,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,19,0,40,United-States,>50K
50,State-gov,108489,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,1,44,United-States,>50K
38,Private,453079,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,1,0,40,United-States,<=50K
39,Private,49211,Masters,12,Never-married,Prof-specialty,Not-in-family,White,Female,9,-1,7,United-States,<=50K
44,Without-pay,185559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-9,1,40,United-States,>50K
66,Private,34971,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,3,-2,40,United-States,<=50K
24,Self-emp-inc,124444,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,-1,40,United-States,<=50K
60,Private,207718,Assoc-acdm,13,Married-civ-spouse,Sales,Husband,White,Male,41,0,40,United-States,>50K
40,Self-emp-inc,166418,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,-9,-1,40,United-States,<=50K
56,Private,125064,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,Black,Male,-25,-1,40,Nicaragua,<=50K
17,Private,112926,9th,5,Never-married,Other-service,Other-relative,White,Female,-7,0,5,United-States,<=50K
17,Private,119062,HS-grad,9,Never-married,Sales,Own-child,Black,Male,-1,-1,40,United-States,<=50K
21,Local-gov,181028,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-10,0,46,Jamaica,<=50K
38,Private,200718,HS-grad,10,Divorced,Machine-op-inspct,Unmarried,White,Female,1,1,24,United-States,<=50K
38,Private,184525,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-8,0,45,United-States,>50K
19,Private,187801,Preschool,9,Never-married,Craft-repair,Own-child,White,Female,-22,1,30,United-States,<=50K
34,Self-emp-inc,110359,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,-6,1,40,United-States,<=50K
50,Local-gov,212789,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,-10,2,40,Greece,<=50K
24,Private,291661,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,3,0,57,Haiti,<=50K
33,Private,109099,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1,45,United-States,<=50K
37,Private,347228,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,10,-2,44,United-States,>50K
51,Self-emp-not-inc,175022,Assoc-voc,12,Separated,Prof-specialty,Unmarried,White,Female,25,0,40,?,<=50K
44,Private,169911,Bachelors,13,Never-married,Sales,Wife,White,Female,-1,1,40,United-States,>50K
40,Self-emp-inc,197192,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-21,1,40,United-States,>50K
51,Federal-gov,34569,7th-8th,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7574,0,40,United-States,>50K
42,Private,51512,HS-grad,9,Divorced,Machine-op-inspct,Husband,White,Male,3,-2,50,United-States,<=50K
54,Private,49020,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
47,Private,472670,Assoc-acdm,12,Separated,Tech-support,Not-in-family,Black,Male,28,0,40,United-States,<=50K
46,Private,177185,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7,-1,40,United-States,<=50K
37,Private,30566,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,-4,0,50,United-States,<=50K
57,Private,133562,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,-11,-1,35,United-States,>50K
40,Private,38229,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,-10,1,36,United-States,<=50K
17,Private,395307,12th,8,Never-married,Other-service,Not-in-family,Black,Male,-29,-1,55,United-States,<=50K
39,Self-emp-not-inc,202178,Bachelors,2,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,3,-1,10,Philippines,<=50K
46,Self-emp-not-inc,268760,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,-9,-1,57,United-States,<=50K
36,Self-emp-inc,165480,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-17,0,40,United-States,<=50K
36,Federal-gov,47218,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,18,-1,57,United-States,>50K
37,Private,225757,9th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,14939,1,40,Puerto-Rico,<=50K
37,Local-gov,180420,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,19,0,50,United-States,>50K
22,Private,163207,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-6,0,40,United-States,<=50K
51,Local-gov,91155,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,9,1,40,Columbia,>50K
42,State-gov,75833,Assoc-acdm,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,30,0,40,France,<=50K
45,Self-emp-inc,159812,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,33,1,74,United-States,<=50K
42,Self-emp-not-inc,495698,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Male,3,0,40,United-States,>50K
35,Self-emp-not-inc,246583,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,15,1,40,Mexico,<=50K
35,State-gov,79787,Some-college,11,Divorced,Transport-moving,Not-in-family,White,Male,-11,0,40,United-States,<=50K
57,?,311262,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,8,0,40,United-States,>50K
38,Private,42255,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,24,-1,40,United-States,>50K
38,Private,306692,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,9,0,10,France,<=50K
23,Private,179906,9th,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,2,-1,19,Canada,<=50K
24,Local-gov,248227,HS-grad,14,Divorced,Adm-clerical,Not-in-family,White,Female,-4,1,22,United-States,<=50K
36,Self-emp-not-inc,138584,Masters,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,14,0,43,United-States,>50K
51,Private,195229,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,46,1,40,United-States,>50K
50,Private,139584,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,1,44,United-States,>50K
46,Local-gov,37826,Masters,14,Separated,Exec-managerial,Unmarried,Black,Female,1,0,30,?,>50K
22,Private,158285,Some-college,5,Never-married,Machine-op-inspct,Own-child,White,Male,2,-1,40,Ecuador,<=50K
49,Private,194303,HS-grad,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-11,0,40,England,<=50K
38,Federal-gov,244979,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,16,-1,40,Jamaica,<=50K
34,State-gov,129208,Assoc-voc,13,Never-married,Adm-clerical,Not-in-family,White,Male,17,0,40,United-States,<=50K
45,Local-gov,295728,Bachelors,13,Separated,Other-service,Own-child,Black,Female,16,1,11,South,<=50K
18,Private,163676,5th-6th,6,Married-civ-spouse,Other-service,Other-relative,White,Male,14,0,10,India,<=50K
71,Private,220218,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,-1,13,Mexico,<=50K
44,Private,148383,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,-1,40,United-States,>50K
33,?,154821,7th-8th,9,Never-married,?,Not-in-family,White,Male,-27,-1,44,United-States,<=50K
47,Private,117375,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,3,0,40,United-States,<=50K
71,Self-emp-not-inc,171862,HS-grad,9,Married-civ-spouse,?,Wife,White,Male,-11,2,40,United-States,<=50K
17,Private,152463,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,5,1,57,United-States,<=50K
22,Local-gov,279925,Assoc-acdm,12,Divorced,Adm-clerical,Husband,Black,Male,-24,0,35,United-States,<=50K
64,Private,223059,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Black,Male,29,1924,63,Scotland,>50K
36,Without-pay,154647,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-7,1,40,United-States,>50K
34,Self-emp-inc,278265,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,-36,0,45,United-States,<=50K
42,Private,106768,12th,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,27,-1,40,Germany,<=50K
25,Private,169793,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,22,-1,40,United-States,<=50K
40,Federal-gov,162195,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,24,0,58,United-States,>50K
23,Local-gov,147311,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Male,-6,0,45,South,<=50K
58,Private,117645,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,-35,1,20,United-States,>50K
32,?,40476,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,18,0,9,United-States,>50K
38,Self-emp-not-inc,48612,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Self-emp-not-inc,153324,7th-8th,4,Married-civ-spouse,Farming-fishing,Wife,White,Male,14,-1,30,Portugal,<=50K
39,Local-gov,181962,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,-33,1747,12,United-States,<=50K
28,Private,277831,HS-grad,13,Divorced,Exec-managerial,Not-in-family,White,Male,-11,-1,40,United-States,<=50K
18,Private,49670,11th,7,Widowed,?,Own-child,White,Female,-32,1,9,United-States,<=50K
38,Private,214857,1st-4th,9,Never-married,Craft-repair,Unmarried,White,Female,-22,-1,40,Mexico,<=50K
39,Local-gov,202231,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,15,0,40,?,<=50K
51,Self-emp-not-inc,123066,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,0,58,Mexico,<=50K
33,Local-gov,174874,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Male,9,0,40,United-States,<=50K
22,Private,176415,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,-6,0,40,United-States,<=50K
47,Private,242931,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-22,0,40,Mexico,<=50K
23,Private,76615,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,38,0,40,United-States,<=50K
23,Local-gov,208345,12th,10,Never-married,Exec-managerial,Not-in-family,White,Female,-14,1,36,Poland,<=50K
22,Private,149806,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,-21,0,40,United-States,<=50K
29,Private,23809,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Male,24,0,30,United-States,<=50K
49,Local-gov,405964,Masters,12,Never-married,Exec-managerial,Not-in-family,White,Male,2,0,40,Canada,>50K
50,Self-emp-not-inc,288386,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,11,-1,56,United-States,<=50K
65,?,141759,11th,7,Married-civ-spouse,?,Husband,White,Female,-30,0,40,United-States,<=50K
39,Private,236420,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,2,45,United-States,>50K
45,Private,176624,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,7,1,35,United-States,<=50K
29,Private,363215,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,-1,0,30,Puerto-Rico,>50K
29,Self-emp-inc,402460,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,32,-2,56,China,>50K
34,Self-emp-not-inc,204187,Assoc-voc,12,Divorced,Protective-serv,Husband,White,Male,-16,0,40,United-States,<=50K
20,Private,391947,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,14,-2,57,Jamaica,<=50K
